country.name,year,agriculture.ghg.emissions.mio.tonnes,energy.ghg.emissions.mio.tonnes,industry.ghg.emissions.mio.tonnes,total.ghg.emissions.mio.tonnes,transport.ghg.emissions.mio.tonnes,waste.ghg.emissions.mio.tonnes,ghg.emissions.per.capita.tonnes,agriculture.ghg.emissions.national.share,energy.ghg.emissions.national.share,industry.ghg.emissions.national.share,transport.ghg.emissions.national.share,waste.ghg.emissions.national.share,agriculture.ghg.emissions.EU28.share,energy.ghg.emissions.EU28.share,industry.ghg.emissions.EU28.share,total.ghg.emissions.EU28.share,transport.ghg.emissions.EU28.share,waste.ghg.emissions.EU28.share
Lithuania,2009,4.3,7.6000000000000005,2.3,19.9,4.3,1.4,6.3,0.2161,0.3819,0.1156,0.2161,0.07,0.0101,0.0028,0.0061,0.0043,0.0046,0.008
Lithuania,2010,4.3,8.5,2.2,20.7,4.4,1.3,6.7,0.2077,0.4106,0.1063,0.2126,0.06,0.0102,0.003,0.0056,0.0043,0.0047,0.0077
Lithuania,2011,4.3,7.6,3.7,21.3,4.4,1.2,7.1,0.2019,0.3568,0.1737,0.2066,0.06,0.0101,0.0028,0.0095,0.0046,0.0048,0.0074
Lithuania,2012,4.4,7.699999999999999,3.6,21.2,4.4,1.2,7.2,0.2075,0.3632,0.1698,0.2075,0.06,0.0104,0.0028,0.0095,0.0046,0.0049,0.0076
Lithuania,2013,4.4,7,3,19.9,4.4,1.2,6.8,0.2211,0.3518,0.1508,0.2211,0.06,0.0103,0.0027,0.008,0.0045,0.005,0.0079
Lithuania,2014,4.6,6.199999999999999,3.2,19.9,4.9,1.1,6.9,0.2312,0.3116,0.1608,0.2462,0.06,0.0106,0.0025,0.0084,0.0046,0.0055,0.0076
Lithuania,2015,4.6,6,3.5,20.2,5.1,1,7,0.2277,0.297,0.1733,0.2525,0.05,0.0106,0.0024,0.0093,0.0047,0.0056,0.007
Lithuania,2016,4.5,5.800000000000001,3.3,20.2,5.5,1,7.1,0.2228,0.2871,0.1634,0.2723,0.05,0.0103,0.0024,0.0088,0.0047,0.0059,0.0071
Lithuania,2017,4.4,5.500000000000001,3.6,20.4,5.8,1,7.3,0.2157,0.2696,0.1765,0.2843,0.05,0.01,0.0023,0.0095,0.0047,0.0061,0.0072
Lithuania,2018,4.3,5.5,3.1,19.3,5.5,0.9,6.9,0.2228,0.285,0.1606,0.285,0.05,0.01,0.0023,0.0084,0.0046,0.0059,0.0068
Lithuania,2019,4.3,5.6,4,20.2,5.5,0.9,7.2,0.2129,0.2772,0.198,0.2723,0.04,0.0101,0.0024,0.0108,0.0049,0.0059,0.007
Lithuania,2020,4.4,5.700000000000001,4,20.5,5.6,0.8,7.3,0.2146,0.278,0.1951,0.2732,0.04,0.0103,0.0025,0.0109,0.005,0.006,0.0064
Lithuania,2025,4.3,5.5,3.9,20.4,6,0.7,7.8,0.2108,0.2696,0.1912,0.2941,0.03,0.0101,0.0026,0.0113,0.0051,0.0064,0.0061
Lithuania,2030,4.2,5.6000000000000005,3.8,20.4,6.3,0.5,8.2,0.2059,0.2745,0.1863,0.3088,0.02,0.0099,0.0027,0.0117,0.0053,0.0069,0.0047
Lithuania,2035,4.3,5.8999999999999995,3.6,20.9,6.7,0.4,8.7,0.2057,0.2823,0.1722,0.3206,0.02,0.0101,0.0031,0.0112,0.0057,0.0075,0.004
Lithuania,2040,4.3,6.2,3.6,21.2,6.8,0.3,9.2,0.2028,0.2925,0.1698,0.3208,0.01,NA,NA,NA,NA,NA,NA
Luxembourg,1990,0.7,7.700000000000001,1.6,12.8,2.6,0.1,34.4,0.0547,0.6016,0.125,0.2031,0.01,0.0013,0.0022,0.0031,0.0023,0.0033,4e-4
Luxembourg,1991,0.7,7.8,1.6,13.4,3.2,0.1,35.7,0.0522,0.5821,0.1194,0.2388,0.01,0.0014,0.0022,0.0033,0.0024,0.004,4e-4
Luxembourg,1992,0.7,7.300000000000001,1.5,13.1,3.5,0.1,34.5,0.0534,0.5573,0.1145,0.2672,0.01,0.0014,0.0022,0.0032,0.0024,0.0042,4e-4
Luxembourg,1993,0.7,7.5,1.5,13.3,3.5,0.1,34.4,0.0526,0.5639,0.1128,0.2632,0.01,0.0015,0.0023,0.0033,0.0025,0.0042,4e-4
Luxembourg,1994,0.7,6.700000000000001,1.4,12.5,3.6,0.1,32.2,0.056,0.536,0.112,0.288,0.01,0.0015,0.0021,0.0029,0.0024,0.0043,4e-4
Luxembourg,1995,0.7,4.9,1,10.1,3.4,0.1,26.1,0.0693,0.4851,0.099,0.3366,0.01,0.0015,0.0015,0.002,0.0019,0.004,4e-4
Luxembourg,1996,0.7,4.9,1,10.2,3.5,0.1,26,0.0686,0.4804,0.098,0.3431,0.01,0.0015,0.0015,0.002,0.0019,0.004,4e-4
Luxembourg,1997,0.7,4.1,0.9,9.5,3.7,0.1,24.4,0.0737,0.4316,0.0947,0.3895,0.01,0.0015,0.0013,0.0018,0.0018,0.0042,4e-4
Luxembourg,1998,0.7,3.1999999999999997,0.7,8.6,3.9,0.1,22.4,0.0814,0.3721,0.0814,0.4535,0.01,0.0015,0.001,0.0015,0.0016,0.0043,4e-4
Luxembourg,1999,0.7,3.3,0.8,9.1,4.2,0.1,23.4,0.0769,0.3626,0.0879,0.4615,0.01,0.0015,0.0011,0.0018,0.0018,0.0045,4e-4
Luxembourg,2000,0.7,3.1999999999999993,0.8,9.7,4.9,0.1,24.4,0.0722,0.3299,0.0825,0.5052,0.01,0.0015,0.001,0.0018,0.0019,0.0053,4e-4
Luxembourg,2001,0.7,3.5,0.7,10.2,5.1,0.1,25.3,0.0686,0.3431,0.0686,0.5,0.01,0.0015,0.0011,0.0016,0.002,0.0054,4e-4
Luxembourg,2002,0.7,4.1000000000000005,0.8,10.9,5.3,0.1,27,0.0642,0.3761,0.0734,0.4862,0.01,0.0016,0.0013,0.0018,0.0021,0.0056,4e-4
Luxembourg,2003,0.6,4,0.7,11.4,5.9,0.1,27.8,0.0526,0.3509,0.0614,0.5175,0.01,0.0014,0.0013,0.0016,0.0022,0.0061,5e-4
Luxembourg,2004,0.7,4.500000000000001,0.8,12.8,6.8,0.1,30.7,0.0547,0.3516,0.0625,0.5312,0.01,0.0016,0.0014,0.0017,0.0024,0.0069,5e-4
Luxembourg,2005,0.6,4.3999999999999995,0.7,13,7.2,0.1,30.8,0.0462,0.3385,0.0538,0.5538,0.01,0.0014,0.0014,0.0015,0.0025,0.0074,5e-4
Luxembourg,2006,0.6,4.4,0.8,12.9,6.9,0.1,29.7,0.0465,0.3411,0.062,0.5349,0.01,0.0014,0.0014,0.0017,0.0025,0.007,5e-4
Luxembourg,2007,0.6,4.1,0.8,12.3,6.6,0.1,28.2,0.0488,0.3333,0.065,0.5366,0.01,0.0014,0.0013,0.0017,0.0024,0.0066,5e-4
Luxembourg,2008,0.7,3.999999999999999,0.7,12.2,6.7,0.1,27.5,0.0574,0.3279,0.0574,0.5492,0.01,0.0016,0.0013,0.0016,0.0024,0.0069,6e-4
Luxembourg,2009,0.7,3.999999999999999,0.7,11.6,6.2,0.1,25.8,0.0603,0.3448,0.0603,0.5345,0.01,0.0016,0.0014,0.0019,0.0025,0.0066,6e-4
Luxembourg,2010,0.7,4.199999999999999,0.7,12.2,6.5,0.1,26.5,0.0574,0.3443,0.0574,0.5328,0.01,0.0017,0.0015,0.0018,0.0026,0.0069,6e-4
Luxembourg,2011,0.7,3.6999999999999993,0.7,12.1,6.9,0.1,25.6,0.0579,0.3058,0.0579,0.5702,0.01,0.0017,0.0014,0.0018,0.0026,0.0075,6e-4
Luxembourg,2012,0.6,3.8000000000000007,0.6,11.8,6.6,0.1,24.3,0.0508,0.322,0.0508,0.5593,0.01,0.0014,0.0014,0.0016,0.0026,0.0074,6e-4
Luxembourg,2013,0.7,3.5,0.6,11.2,6.4,0.1,22.7,0.0625,0.3125,0.0536,0.5714,0.01,0.0016,0.0013,0.0016,0.0025,0.0072,7e-4
Luxembourg,2014,0.7,3.3000000000000007,0.6,10.8,6.1,0.1,21.5,0.0648,0.3056,0.0556,0.5648,0.01,0.0016,0.0014,0.0016,0.0025,0.0068,7e-4
Luxembourg,2015,0.7,3.2,0.6,10.3,5.7,0.1,20.4,0.068,0.3107,0.0583,0.5534,0.01,0.0016,0.0013,0.0016,0.0024,0.0062,7e-4
Luxembourg,2016,0.7,3.0999999999999996,0.7,10.1,5.5,0.1,19.9,0.0693,0.3069,0.0693,0.5446,0.01,0.0016,0.0013,0.0019,0.0023,0.0059,7e-4
Luxembourg,2017,0.7,3.200000000000001,0.7,10.2,5.6,0.1,20,0.0686,0.3137,0.0686,0.549,0.01,0.0016,0.0013,0.0019,0.0024,0.0059,7e-4
Luxembourg,2018,0.7,3.200000000000001,0.6,10.2,5.6,0.1,17,0.0686,0.3137,0.0588,0.549,0.01,0.0016,0.0014,0.0016,0.0024,0.006,8e-4
Luxembourg,2019,0.7,3.0999999999999996,0.6,10.2,5.6,0.1,17,0.0686,0.3039,0.0588,0.549,0.01,0.0016,0.0013,0.0016,0.0025,0.006,8e-4
Luxembourg,2020,0.7,3.0999999999999996,0.6,10.1,5.6,0.1,16.8,0.0693,0.3069,0.0594,0.5545,0.01,0.0016,0.0014,0.0016,0.0025,0.006,8e-4
Luxembourg,2025,0.7,3.0999999999999996,0.5,9.9,5.5,0.1,14.1,0.0707,0.3131,0.0505,0.5556,0.01,0.0016,0.0014,0.0015,0.0025,0.0059,9e-4
Luxembourg,2030,0.7,3.1000000000000005,0.5,10.1,5.8,0.1,14.4,0.0693,0.3069,0.0495,0.5743,0.01,0.0016,0.0015,0.0015,0.0026,0.0064,9e-4
Luxembourg,2035,0.7,2.8999999999999995,0.4,10.3,6.2,0.1,12.9,0.068,0.2816,0.0388,0.6019,0.01,0.0016,0.0015,0.0012,0.0028,0.007,0.001
Luxembourg,2040,0.7,2.9000000000000004,0.4,10.4,6.4,0.1,13,0.0673,0.2788,0.0385,0.6154,0.01,NA,NA,NA,NA,NA,NA
Malta,1990,0.1,1.7,0,2.1,0.3,0.1,6.5,0.0476,0.8095,0,0.1429,0.05,2e-4,5e-4,0,4e-4,4e-4,4e-4
Malta,1991,0.1,1.7000000000000002,0,2.3,0.4,0.1,6.8,0.0435,0.7391,0,0.1739,0.04,2e-4,5e-4,0,4e-4,5e-4,4e-4
Malta,1992,0.1,1.9,0,2.5,0.4,0.1,7.4,0.04,0.76,0,0.16,0.04,2e-4,6e-4,0,5e-4,5e-4,4e-4
Malta,1993,0.1,1.9,0,2.5,0.4,0.1,7.4,0.04,0.76,0,0.16,0.04,2e-4,6e-4,0,5e-4,5e-4,4e-4
Malta,1994,0.1,2.1,0,2.7,0.4,0.1,8,0.037,0.7778,0,0.1481,0.04,2e-4,7e-4,0,5e-4,5e-4,4e-4
Malta,1995,0.1,2.1,0,2.7,0.4,0.1,8,0.037,0.7778,0,0.1481,0.04,2e-4,6e-4,0,5e-4,5e-4,4e-4
Malta,1996,0.1,1.9,0,2.6,0.5,0.1,7.8,0.0385,0.7308,0,0.1923,0.04,2e-4,6e-4,0,5e-4,6e-4,4e-4
Malta,1997,0.1,2,0,2.7,0.5,0.1,7.9,0.037,0.7407,0,0.1852,0.04,2e-4,6e-4,0,5e-4,6e-4,4e-4
Malta,1998,0.1,2,0,2.7,0.5,0.1,7.9,0.037,0.7407,0,0.1852,0.04,2e-4,6e-4,0,5e-4,5e-4,4e-4
Malta,1999,0.1,2,0,2.8,0.5,0.1,8,0.0357,0.7143,0,0.1786,0.04,2e-4,6e-4,0,5e-4,5e-4,4e-4
Malta,2000,0.1,2,0,2.8,0.5,0.1,7.9,0.0357,0.7143,0,0.1786,0.04,2e-4,6e-4,0,5e-4,5e-4,4e-4
Malta,2001,0.1,2,0,2.7,0.4,0.1,7.5,0.037,0.7407,0,0.1481,0.04,2e-4,6e-4,0,5e-4,4e-4,4e-4
Malta,2002,0.1,1.9,0,2.7,0.5,0.2,7.4,0.037,0.7037,0,0.1852,0.07,2e-4,6e-4,0,5e-4,5e-4,9e-4
Malta,2003,0.1,2.1,0,2.9,0.5,0.2,7.9,0.0345,0.7241,0,0.1724,0.07,2e-4,7e-4,0,6e-4,5e-4,9e-4
Malta,2004,0.1,2,0,2.8,0.5,0.2,7.7,0.0357,0.7143,0,0.1786,0.07,2e-4,6e-4,0,5e-4,5e-4,0.001
Malta,2005,0.1,2.1,0,2.9,0.5,0.2,7.9,0.0345,0.7241,0,0.1724,0.07,2e-4,7e-4,0,6e-4,5e-4,0.001
Malta,2006,0.1,2.1,0.1,3,0.5,0.2,8,0.0333,0.7,0.0333,0.1667,0.07,2e-4,7e-4,2e-4,6e-4,5e-4,0.001
Malta,2007,0.1,2.2,0.1,3.1,0.5,0.2,8.2,0.0323,0.7097,0.0323,0.1613,0.06,2e-4,7e-4,2e-4,6e-4,5e-4,0.0011
Malta,2008,0.1,2.3,0.1,3.1,0.5,0.1,8.2,0.0323,0.7419,0.0323,0.1613,0.03,2e-4,8e-4,2e-4,6e-4,5e-4,6e-4
Malta,2009,0.1,2,0.1,2.9,0.5,0.1,7.6,0.0345,0.6897,0.0345,0.1724,0.03,2e-4,7e-4,3e-4,6e-4,5e-4,6e-4
Malta,2010,0.1,2,0.2,2.9,0.5,0.1,7.8,0.0345,0.6897,0.069,0.1724,0.03,2e-4,7e-4,5e-4,6e-4,5e-4,6e-4
Malta,2011,0.1,2.1,0.2,3,0.5,0.1,8,0.0333,0.7,0.0667,0.1667,0.03,2e-4,8e-4,5e-4,6e-4,5e-4,6e-4
Malta,2012,0.1,2.3,0.2,3.2,0.5,0.1,8.3,0.0312,0.7187,0.0625,0.1562,0.03,2e-4,8e-4,5e-4,7e-4,6e-4,6e-4
Malta,2013,0.1,1.7999999999999998,0.2,2.9,0.6,0.1,7.5,0.0345,0.6207,0.069,0.2069,0.03,2e-4,7e-4,5e-4,6e-4,7e-4,7e-4
Malta,2014,0.1,1.7999999999999998,0.2,2.9,0.6,0.1,7.4,0.0345,0.6207,0.069,0.2069,0.03,2e-4,7e-4,5e-4,7e-4,7e-4,7e-4
Malta,2015,0.1,1.1,0.3,2.2,0.6,0.1,5.7,0.0455,0.5,0.1364,0.2727,0.05,2e-4,4e-4,8e-4,5e-4,7e-4,7e-4
Malta,2016,0.1,0.7999999999999999,0.3,1.9,0.6,0.1,5,0.0526,0.4211,0.1579,0.3158,0.05,2e-4,3e-4,8e-4,4e-4,6e-4,7e-4
Malta,2017,0.1,1,0.3,2.2,0.6,0.2,5.5,0.0455,0.4545,0.1364,0.2727,0.09,2e-4,4e-4,8e-4,5e-4,6e-4,0.0014
Malta,2018,0.1,1.1,0.2,2.2,0.6,0.2,4.4,0.0455,0.5,0.0909,0.2727,0.09,2e-4,5e-4,5e-4,5e-4,6e-4,0.0015
Malta,2019,0.1,1.2000000000000002,0.2,2.4,0.6,0.2,4.8,0.0417,0.5,0.0833,0.25,0.08,2e-4,5e-4,5e-4,6e-4,6e-4,0.0016
Malta,2020,0.1,1.2,0.2,2.4,0.7,0.3,4.8,0.0417,0.5,0.0833,0.2917,0.12,2e-4,5e-4,5e-4,6e-4,7e-4,0.0024
Malta,2025,0.1,1.3,0.3,2.6,0.7,0.3,5.2,0.0385,0.5,0.1154,0.2692,0.12,2e-4,6e-4,9e-4,7e-4,8e-4,0.0026
Malta,2030,0.1,1.4,0.3,2.7,0.6,0.3,4.5,0.037,0.5185,0.1111,0.2222,0.11,2e-4,7e-4,9e-4,7e-4,7e-4,0.0028
Malta,2035,0.1,1.5,0.4,2.7,0.6,0.2,4.5,0.037,0.5556,0.1481,0.2222,0.07,2e-4,8e-4,0.0012,7e-4,7e-4,0.002
Malta,2040,0.1,1.6,0.4,2.8,0.5,0.2,4,0.0357,0.5714,0.1429,0.1786,0.07,NA,NA,NA,NA,NA,NA
Netherlands,1990,25.1,130.6,22.9,220.8,28,14.2,15.1,0.1137,0.5915,0.1037,0.1268,0.06,0.0462,0.0367,0.0443,0.0391,0.0353,0.0591
Netherlands,1991,25.4,138.5,21.7,228.4,28.5,14.3,15.5,0.1112,0.6064,0.095,0.1248,0.06,0.0496,0.0394,0.045,0.0411,0.0356,0.0586
Netherlands,1992,25.4,136.9,22.8,229.2,30,14.1,15.5,0.1108,0.5973,0.0995,0.1309,0.06,0.0519,0.0408,0.0491,0.0426,0.0364,0.0573
Netherlands,1993,25,136.39999999999998,24,229.9,30.8,13.7,15.5,0.1087,0.5933,0.1044,0.134,0.06,0.0524,0.0417,0.0527,0.0435,0.0372,0.0555
Netherlands,1994,24.1,137.4,25.9,230.8,30.2,13.2,15.5,0.1044,0.5953,0.1122,0.1308,0.06,0.0511,0.0427,0.0536,0.0439,0.0362,0.0535
Netherlands,1995,24.2,138.70000000000002,25,231,30.6,12.6,15.5,0.1048,0.6004,0.1082,0.1325,0.05,0.0512,0.0428,0.0502,0.0435,0.0361,0.0509
Netherlands,1996,23.8,147.29999999999998,26.9,242.1,31.9,12.2,16.2,0.0983,0.6084,0.1111,0.1318,0.05,0.0502,0.0443,0.0538,0.0447,0.0365,0.0495
Netherlands,1997,23,139.29999999999998,27.9,233.9,31.8,11.8,15.6,0.0983,0.5956,0.1193,0.136,0.05,0.0488,0.0432,0.0552,0.0439,0.0359,0.0484
Netherlands,1998,22.3,139.4,28.9,234.4,32.5,11.3,15.6,0.0951,0.5947,0.1233,0.1387,0.05,0.0476,0.0439,0.0599,0.0444,0.0356,0.047
Netherlands,1999,21.8,133.3,22.6,221.1,33,10.4,14.6,0.0986,0.6029,0.1022,0.1493,0.05,0.0467,0.043,0.051,0.0427,0.0354,0.0443
Netherlands,2000,20.7,134.1,21.7,219.3,33,9.8,14.4,0.0944,0.6115,0.099,0.1505,0.04,0.0449,0.0433,0.0476,0.0424,0.0356,0.0423
Netherlands,2001,20.2,139.5,17.7,220,33.3,9.3,14.3,0.0918,0.6341,0.0805,0.1514,0.04,0.0444,0.0441,0.0402,0.0421,0.0354,0.0409
Netherlands,2002,19.1,138.1,17.8,217.9,34.1,8.8,14.1,0.0877,0.6338,0.0817,0.1565,0.04,0.0426,0.0442,0.0408,0.042,0.0358,0.0394
Netherlands,2003,18.7,141.1,15.9,218.6,34.6,8.2,14.1,0.0855,0.6455,0.0727,0.1583,0.04,0.0421,0.0442,0.0353,0.0415,0.036,0.0377
Netherlands,2004,18.6,141.7,16.6,220,35.2,7.9,14.2,0.0845,0.6441,0.0755,0.16,0.04,0.0418,0.0448,0.0356,0.0418,0.0359,0.0378
Netherlands,2005,18.4,137.6,16.5,214.3,35.4,6.4,13.8,0.0859,0.6421,0.077,0.1652,0.03,0.042,0.0438,0.0354,0.041,0.0362,0.0317
Netherlands,2006,18.4,132.10000000000002,16.5,209.2,36.3,5.9,13.5,0.088,0.6315,0.0789,0.1735,0.03,0.0424,0.0422,0.0355,0.0401,0.0368,0.0301
Netherlands,2007,18.1,133.39999999999998,15.3,207.7,35.3,5.5,13.4,0.0871,0.6423,0.0737,0.17,0.03,0.0414,0.0435,0.0321,0.0402,0.0355,0.0291
Netherlands,2008,18.1,136.7,11.6,207.1,35.5,5.2,13.3,0.0874,0.6601,0.056,0.1714,0.03,0.0417,0.0454,0.0257,0.041,0.0366,0.0287
Netherlands,2009,18,133.29999999999998,11.3,201.4,33.9,4.9,12.8,0.0894,0.6619,0.0561,0.1683,0.02,0.0421,0.0483,0.03,0.043,0.0359,0.028
Netherlands,2010,18,144.10000000000002,11.9,213.4,34.8,4.6,13.5,0.0843,0.6753,0.0558,0.1631,0.02,0.0425,0.0504,0.0302,0.0446,0.0371,0.0274
Netherlands,2011,17.7,130.9,11.8,199.2,34.6,4.3,12.6,0.0889,0.6571,0.0592,0.1737,0.02,0.0418,0.048,0.0303,0.0431,0.0374,0.0265
Netherlands,2012,17.4,129.4,11.4,195.3,33,4.1,12.3,0.0891,0.6626,0.0584,0.169,0.02,0.0413,0.0477,0.0302,0.0428,0.0368,0.026
Netherlands,2013,17.9,129.8,11,195,32.3,3.9,12.3,0.0918,0.6656,0.0564,0.1656,0.02,0.0421,0.0494,0.0293,0.0436,0.0363,0.0258
Netherlands,2014,18,125,10.5,187.3,30.1,3.7,11.8,0.0961,0.6674,0.0561,0.1607,0.02,0.0416,0.0512,0.0275,0.0436,0.0336,0.0254
Netherlands,2015,18.7,132.1,10.9,195.6,30.4,3.4,12.2,0.0956,0.6754,0.0557,0.1554,0.02,0.0431,0.0537,0.0289,0.0452,0.0333,0.0237
Netherlands,2016,18.9,132.1,10.7,195.4,30.5,3.3,12.2,0.0967,0.676,0.0548,0.1561,0.02,0.0435,0.0545,0.0286,0.0454,0.0327,0.0236
Netherlands,2017,18.9,129,11.1,193.3,31.2,3.1,12,0.0978,0.6674,0.0574,0.1614,0.02,0.0431,0.0533,0.0294,0.0447,0.033,0.0223
Netherlands,2018,19,116.49999999999999,11.3,179.8,30.2,2.9,10.5,0.1057,0.6479,0.0628,0.168,0.02,0.0444,0.0498,0.0305,0.0428,0.0324,0.022
Netherlands,2019,18.9,112.1,11.1,174.8,29.9,2.7,10,0.1081,0.6413,0.0635,0.1711,0.02,0.0442,0.0488,0.03,0.042,0.0319,0.021
Netherlands,2020,18.8,107.80000000000001,11,169.7,29.5,2.5,9.8,0.1108,0.6352,0.0648,0.1738,0.01,0.0441,0.0477,0.03,0.0412,0.0314,0.02
Netherlands,2025,18.7,106.49999999999999,11,168,29.7,2,9.5,0.1113,0.6339,0.0655,0.1768,0.01,0.044,0.0496,0.032,0.0424,0.0319,0.0175
Netherlands,2030,18.7,97.4,11,157.9,29.1,1.6,8.9,0.1184,0.6168,0.0697,0.1843,0.01,0.0439,0.0475,0.0338,0.0414,0.032,0.0151
Netherlands,2035,18.7,89.8,11.5,151,29.7,1.3,8.4,0.1238,0.5947,0.0762,0.1967,0.01,0.0438,0.0466,0.0359,0.0412,0.0333,0.0131
Norway,1990,4.7,19.8,14.5,51.2,10,2.2,12.2,0.0918,0.3867,0.2832,0.1953,0.04,0.0087,0.0056,0.028,0.0091,0.0126,0.0092
Norway,1991,4.6,19.099999999999998,13.2,49,9.8,2.2,11.6,0.0939,0.3898,0.2694,0.2,0.04,0.009,0.0054,0.0274,0.0088,0.0122,0.009
Norway,1992,4.6,19.9,10.6,47.3,10,2.2,11.2,0.0973,0.4207,0.2241,0.2114,0.05,0.0094,0.0059,0.0228,0.0088,0.0121,0.0089
Norway,1993,4.6,20.7,11.4,49.2,10.3,2.2,11.5,0.0935,0.4207,0.2317,0.2093,0.04,0.0096,0.0063,0.025,0.0093,0.0124,0.0089
Norway,1994,4.6,22.3,11.7,51,10.2,2.2,11.9,0.0902,0.4373,0.2294,0.2,0.04,0.0098,0.0069,0.0242,0.0097,0.0122,0.0089
Norway,1995,4.6,22.1,11.6,51.3,10.9,2.1,11.9,0.0897,0.4308,0.2261,0.2125,0.04,0.0097,0.0068,0.0233,0.0097,0.0129,0.0085
Norway,1996,4.7,24.700000000000003,11.4,54.3,11.5,2.1,12.5,0.0866,0.4549,0.2099,0.2118,0.04,0.0099,0.0074,0.0228,0.01,0.0132,0.0085
Norway,1997,4.6,24.3,11.5,54.2,11.8,2,12.5,0.0849,0.4483,0.2122,0.2177,0.04,0.0098,0.0075,0.0228,0.0102,0.0133,0.0082
Norway,1998,4.6,24.000000000000004,11.7,54.4,12.2,1.9,12.5,0.0846,0.4412,0.2151,0.2243,0.03,0.0098,0.0076,0.0243,0.0103,0.0133,0.0079
Norway,1999,4.6,24.1,12,55.4,12.9,1.8,12.6,0.083,0.435,0.2166,0.2329,0.03,0.0099,0.0078,0.0271,0.0107,0.0138,0.0077
Norway,2000,4.5,24.299999999999997,12.1,54.8,12.1,1.8,12.4,0.0821,0.4434,0.2208,0.2208,0.03,0.0098,0.0079,0.0266,0.0106,0.0131,0.0078
Norway,2001,4.4,25.9,11.6,56.1,12.4,1.8,12.6,0.0784,0.4617,0.2068,0.221,0.03,0.0097,0.0082,0.0263,0.0107,0.0132,0.0079
Norway,2002,4.4,25.599999999999998,11,55,12.3,1.7,12.3,0.08,0.4655,0.2,0.2236,0.03,0.0098,0.0082,0.0252,0.0106,0.0129,0.0076
Norway,2003,4.5,26.499999999999996,10.2,55.7,12.8,1.7,12.4,0.0808,0.4758,0.1831,0.2298,0.03,0.0101,0.0083,0.0226,0.0106,0.0133,0.0078
Norway,2004,4.4,26.1,11,56.2,13,1.7,12.4,0.0783,0.4644,0.1957,0.2313,0.03,0.0099,0.0082,0.0236,0.0107,0.0133,0.0081
Norway,2005,4.5,25.400000000000002,10.6,55.4,13.3,1.6,12.2,0.0812,0.4585,0.1913,0.2401,0.03,0.0103,0.0081,0.0228,0.0106,0.0136,0.0079
Norway,2006,4.4,25.8,9.7,55.3,13.8,1.6,12.1,0.0796,0.4665,0.1754,0.2495,0.03,0.0101,0.0082,0.0209,0.0106,0.014,0.0082
Norway,2007,4.4,27.1,9.9,57,14.1,1.6,12.3,0.0772,0.4754,0.1737,0.2474,0.03,0.0101,0.0088,0.0208,0.011,0.0142,0.0085
Norway,2008,4.3,26.1,9.7,55.6,13.9,1.5,11.9,0.0773,0.4694,0.1745,0.25,0.03,0.0099,0.0087,0.0215,0.011,0.0143,0.0083
Norway,2009,4.3,26.2,7.4,53.2,13.7,1.5,11.2,0.0808,0.4925,0.1391,0.2575,0.03,0.0101,0.0095,0.0196,0.0114,0.0145,0.0086
Norway,2010,4.2,27.2,8.2,55.5,14.3,1.5,11.6,0.0757,0.4901,0.1477,0.2577,0.03,0.0099,0.0095,0.0208,0.0116,0.0153,0.0089
Norway,2011,4.2,26.1,8.2,54.6,14.6,1.5,11.3,0.0769,0.478,0.1502,0.2674,0.03,0.0099,0.0096,0.021,0.0118,0.0158,0.0093
Norway,2012,4.2,25.400000000000002,8.2,54.1,14.8,1.5,11.1,0.0776,0.4695,0.1516,0.2736,0.03,0.01,0.0094,0.0217,0.0119,0.0165,0.0095
Norway,2013,4.3,25.3,8.3,54,14.7,1.4,11,0.0796,0.4685,0.1537,0.2722,0.03,0.0101,0.0096,0.0221,0.0121,0.0165,0.0093
Norway,2014,4.4,25.3,8.4,54.1,14.7,1.4,10.9,0.0813,0.4677,0.1553,0.2717,0.03,0.0102,0.0104,0.022,0.0126,0.0164,0.0096
Norway,2015,4.4,25.900000000000002,8.5,54.5,14.3,1.3,10.8,0.0807,0.4752,0.156,0.2624,0.02,0.0101,0.0105,0.0226,0.0126,0.0157,0.0091
Norway,2016,4.5,25.599999999999998,8.6,53.6,13.7,1.3,10.5,0.084,0.4776,0.1604,0.2556,0.02,0.0103,0.0106,0.023,0.0125,0.0147,0.0093
Norway,2017,4.5,25.9,8.6,52.7,12.5,1.2,10.3,0.0854,0.4915,0.1632,0.2372,0.02,0.0103,0.0107,0.0228,0.0122,0.0132,0.0086
Norway,2018,4.5,25.4,8.5,52.2,12.6,1.2,9.8,0.0862,0.4866,0.1628,0.2414,0.02,0.0105,0.0109,0.0229,0.0124,0.0135,0.0091
Norway,2019,4.5,25.4,8.4,51.5,12,1.1,9.7,0.0874,0.4932,0.1631,0.233,0.02,0.0105,0.0111,0.0227,0.0124,0.0128,0.0086
Norway,2020,4.6,25.4,8.3,50.8,11.4,1.1,9.4,0.0906,0.5,0.1634,0.2244,0.02,0.0108,0.0112,0.0226,0.0123,0.0121,0.0088
Norway,2025,4.6,24.2,8.1,48,10.3,0.9,8.6,0.0958,0.5042,0.1687,0.2146,0.02,0.0108,0.0113,0.0235,0.0121,0.0111,0.0079
Norway,2030,4.6,23,7.8,45.3,9.1,0.8,7.9,0.1015,0.5077,0.1722,0.2009,0.02,0.0108,0.0112,0.024,0.0119,0.01,0.0076
