unit,s_adj,na_item,geo\time	2019Q4 	2019Q3 	2019Q2 	2019Q1 	2018Q4 	2018Q3 	2018Q2 	2018Q1 	2017Q4 	2017Q3 	2017Q2 	2017Q1 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2014Q4 	2014Q3 	2014Q2 	2014Q1 	2013Q4 	2013Q3 	2013Q2 	2013Q1 	2012Q4 	2012Q3 	2012Q2 	2012Q1 	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 	2004Q4 	2004Q3 	2004Q2 	2004Q1 	2003Q4 	2003Q3 	2003Q2 	2003Q1 	2002Q4 	2002Q3 	2002Q2 	2002Q1 	2001Q4 	2001Q3 	2001Q2 	2001Q1 	2000Q4 	2000Q3 	2000Q2 	2000Q1 	1999Q4 	1999Q3 	1999Q2 	1999Q1 	1998Q4 	1998Q3 	1998Q2 	1998Q1 	1997Q4 	1997Q3 	1997Q2 	1997Q1 	1996Q4 	1996Q3 	1996Q2 	1996Q1 	1995Q4 	1995Q3 	1995Q2 	1995Q1 	1994Q4 	1994Q3 	1994Q2 	1994Q1 	1993Q4 	1993Q3 	1993Q2 	1993Q1 	1992Q4 	1992Q3 	1992Q2 	1992Q1 	1991Q4 	1991Q3 	1991Q2 	1991Q1 	1990Q4 	1990Q3 	1990Q2 	1990Q1 	1989Q4 	1989Q3 	1989Q2 	1989Q1 	1988Q4 	1988Q3 	1988Q2 	1988Q1 	1987Q4 	1987Q3 	1987Q2 	1987Q1 	1986Q4 	1986Q3 	1986Q2 	1986Q1 	1985Q4 	1985Q3 	1985Q2 	1985Q1 	1984Q4 	1984Q3 	1984Q2 	1984Q1 	1983Q4 	1983Q3 	1983Q2 	1983Q1 	1982Q4 	1982Q3 	1982Q2 	1982Q1 	1981Q4 	1981Q3 	1981Q2 	1981Q1 	1980Q4 	1980Q3 	1980Q2 	1980Q1 	1979Q4 	1979Q3 	1979Q2 	1979Q1 	1978Q4 	1978Q3 	1978Q2 	1978Q1 	1977Q4 	1977Q3 	1977Q2 	1977Q1 	1976Q4 	1976Q3 	1976Q2 	1976Q1 	1975Q4 	1975Q3 	1975Q2 	1975Q1 
THS_PER,NSA,SELF_DC,EA19	22301.49 	22364.55 	22531.25 	22467.62 	22371.20 	22509.63 	22549.57 	22390.78 	22367.95 	22490.77 	22588.32 	22557.59 	22552.13 	22670.30 	22813.05 	22590.55 	22540.70 	22724.67 	22791.59 	22711.34 	22695.53 	22757.06 	22762.04 	22708.27 	22635.50 	22751.28 	22717.37 	22563.16 	22584.22 	22789.69 	22859.30 	22765.44 	22514.32 	22664.29 	22890.85 	22855.91 	22650.10 	22736.75 	22894.32 	22814.13 	22679.93 	22859.48 	23032.83 	22982.29 	23119.31 	23292.43 	23414.40 	23413.77 	23260.25 	23518.37 	23498.13 	23209.81 	23179.20 	23229.67 	23399.24 	23141.98 	22979.11 	22974.49 	23131.96 	22937.75 	23045.60 	22994.45 	22850.89 	22601.95 	22692.68 	22594.81 	22568.20 	22303.68 	22316.67 	22464.19 	22329.56 	22164.92 	22290.00 	22329.32 	22253.51 	22165.90 	22360.13 	22384.91 	22113.94 	21924.90 	22085.66 	22163.13 	21996.76 	21946.98 	22150.01 	22285.35 	22020.12 	21846.80 	21918.89 	22101.74 	21908.59 	21685.10 	21927.91 	22103.85 	21889.45 	21729.99 	21795.61 	21916.92 	21729.43 	21521.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SELF_DC,EE	68.90 	73.60 	74.60 	69.60 	62.70 	73.40 	75.20 	69.30 	62.20 	69.60 	69.40 	62.60 	57.10 	63.10 	64.00 	53.70 	53.50 	55.80 	58.80 	65.10 	57.10 	55.40 	54.10 	57.70 	58.90 	53.10 	56.60 	57.00 	57.40 	56.40 	54.00 	48.00 	46.70 	51.60 	52.40 	54.90 	52.40 	49.00 	42.20 	44.80 	51.10 	50.10 	45.80 	47.60 	51.20 	51.20 	48.00 	54.40 	57.20 	57.90 	64.60 	59.90 	51.20 	49.40 	55.10 	55.30 	47.90 	46.20 	47.60 	51.20 	55.10 	56.20 	58.60 	61.60 	57.80 	48.50 	49.70 	55.10 	52.40 	41.70 	39.70 	50.80 	51.60 	46.80 	41.90 	49.70 	53.50 	50.40 	47.40 	52.00 	49.00 	48.20 	51.40 	50.90 	51.00 	50.90 	53.60 	52.60 	50.70 	49.20 	47.70 	46.80 	46.70 	47.10 	46.40 	45.20 	45.10 	43.70 	43.10 	42.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SELF_DC,EL	1328.04 p	1342.99 p	1352.21 p	1347.09 p	1369.40 p	1380.38 p	1372.77 p	1368.86 p	1363.40 p	1381.95 p	1370.66 p	1349.80 p	1344.75 p	1368.34 p	1357.56 p	1329.36 p	1338.98 p	1361.30 p	1365.66 p	1353.39 p	1358.12 p	1355.67 p	1332.85 p	1360.53 p	1320.65 p	1351.46 p	1348.19 p	1360.49 p	1359.99 p	1374.45 p	1396.11 p	1427.37 p	1422.25 p	1434.37 p	1480.11 p	1511.54 p	1529.78 	1548.54 	1546.40 	1597.19 	1626.88 	1641.75 	1639.64 	1644.52 	1644.68 	1649.44 	1636.41 	1635.61 	1622.54 	1639.25 	1659.61 	1654.25 	1653.46 	1661.36 	1657.34 	1673.75 	1680.62 	1700.06 	1702.80 	1677.32 	1619.96 	1592.35 	1581.25 	1567.28 	1577.22 	1578.24 	1577.13 	1585.64 	1583.70 	1595.25 	1580.97 	1566.53 	1549.48 	1566.34 	1606.52 	1629.07 	1599.77 	1625.26 	1637.29 	1653.27 	1634.58 	1643.96 	1641.18 	1695.74 	1676.27 	1712.47 	1709.95 	1729.96 	1614.42 	1648.91 	1646.11 	1666.29 	1634.44 	1669.12 	1666.22 	1687.57 	1649.68 	1684.25 	1681.91 	1703.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SELF_DC,ES	2705.50 p	2734.40 p	2822.50 p	2827.90 p	2751.50 p	2801.40 p	2802.80 p	2806.80 p	2752.10 p	2840.30 p	2830.30 p	2817.50 p	2793.80 	2851.60 	2834.20 	2804.80 	2771.60 	2809.60 	2790.60 	2753.40 	2730.40 	2795.00 	2748.00 	2720.10 	2696.10 	2773.70 	2754.50 	2719.60 	2700.00 	2773.50 	2703.10 	2692.60 	2656.30 	2705.20 	2708.30 	2705.90 	2735.60 	2768.40 	2756.80 	2758.40 	2738.10 	2852.60 	2824.90 	2853.70 	2972.50 	3060.00 	3015.60 	3028.80 	3018.00 	3082.50 	3036.70 	3015.60 	2994.70 	3037.20 	3050.80 	2995.60 	3021.10 	3022.80 	2991.40 	2966.30 	2996.20 	2987.50 	2960.30 	2864.00 	2913.30 	2923.40 	2893.30 	2800.30 	2882.80 	2896.10 	2939.00 	2840.20 	2901.00 	2876.00 	2910.60 	2807.90 	2868.90 	2858.90 	2850.60 	2762.00 	2795.20 	2805.20 	2812.90 	2707.50 	2801.20 	2785.80 	2768.60 	2682.80 	2721.00 	2703.80 	2731.00 	2662.60 	2802.60 	2799.50 	2793.40 	2761.10 	2782.90 	2794.60 	2823.60 	2745.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SELF_DC,EU15	26881.95 	26888.12 	27050.49 	26961.40 	26797.99 	26857.31 	26864.96 	26694.86 	26726.10 	26888.12 	26952.48 	26924.82 	26931.75 	27069.70 	27174.67 	26877.25 	26781.49 	26907.46 	26899.01 	26873.87 	26826.24 	26954.62 	26973.62 	26917.53 	26665.52 	26647.48 	26511.00 	26383.37 	26488.97 	26678.97 	26692.09 	26605.56 	26285.80 	26459.36 	26504.90 	26496.21 	26296.66 	26458.64 	26448.83 	26424.67 	26215.86 	26344.80 	26419.08 	26431.62 	26561.75 	26716.44 	26864.78 	26946.59 	26723.93 	26939.48 	26848.90 	26647.87 	26586.41 	26608.99 	26598.16 	26444.47 	26257.80 	26258.49 	26289.43 	26130.54 	26232.68 	26156.64 	26047.63 	25790.29 	25883.63 	25862.40 	25658.17 	25326.22 	25286.47 	25465.55 	25266.07 	25109.43 	25261.32 	25362.44 	25144.80 	25047.20 	25239.80 	25342.47 	25023.98 	24864.35 	25023.37 	25143.50 	24933.10 	24880.17 	25094.21 	25222.72 	25011.08 	24896.13 	24952.90 	25154.29 	24959.61 	24824.37 	25106.11 	25276.28 	25000.51 	24911.86 	25056.35 	25194.02 	25016.58 	24852.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SELF_DC,EU27_2020	29943.69 	30440.78 	30600.94 	30128.66 	30148.71 	30809.99 	30822.59 	30086.74 	30137.38 	30925.07 	31064.43 	30310.21 	30306.19 	30968.07 	31117.94 	30427.85 	30675.95 	31520.21 	31370.44 	30778.52 	31201.62 	31753.12 	31521.48 	31091.90 	31162.78 	31788.09 	31587.74 	30999.97 	31378.51 	32070.85 	31917.29 	31370.06 	31366.85 	32082.36 	32057.37 	31684.35 	31654.99 	32585.18 	32513.28 	31673.61 	31640.90 	32628.75 	32664.45 	31963.63 	32286.55 	33242.49 	33224.93 	32543.67 	32481.98 	33656.86 	33271.16 	32334.90 	32499.53 	33221.44 	33086.67 	32228.02 	32462.94 	33127.10 	32921.39 	32038.26 	32572.13 	33185.05 	32671.88 	31704.12 	32772.57 	33639.74 	33301.23 	31983.58 	32260.03 	33444.62 	32893.55 	31817.12 	33636.33 	34825.89 	34318.49 	33353.03 	33806.46 	34865.33 	34269.96 	33040.72 	33603.10 	34862.96 	34342.86 	33103.32 	33676.99 	34970.26 	34223.03 	32821.47 	33447.59 	34761.95 	34056.47 	32516.71 	33489.54 	34843.18 	34045.02 	32310.08 	33522.93 	34731.63 	34187.95 	32428.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SELF_DC,EU28	35093.92 	35514.95 	35702.96 	35177.97 	35114.56 	35681.20 	35713.27 	34938.78 	35048.03 	35837.14 	35990.67 	35219.44 	35232.41 	35883.76 	36027.92 	35241.71 	35448.63 	36193.03 	35991.25 	35425.82 	35815.42 	36410.39 	36237.68 	35800.47 	35694.58 	36153.31 	35887.77 	35293.56 	35751.17 	36423.12 	36231.08 	35658.27 	35601.27 	36316.91 	36135.02 	35772.44 	35768.83 	36741.70 	36524.39 	35726.34 	35654.51 	36591.46 	36575.72 	35904.53 	36223.93 	37151.29 	37167.30 	36539.64 	36439.08 	37586.70 	37148.47 	36265.74 	36408.31 	37100.76 	36868.49 	36041.79 	36253.23 	36891.89 	36619.40 	35747.43 	36308.50 	36875.07 	36421.30 	35416.06 	36528.94 	37415.10 	36927.76 	35484.61 	35711.71 	36915.15 	36310.63 	35220.80 	37058.46 	38255.84 	37677.23 	36721.76 	37145.54 	38253.42 	37621.69 	36419.08 	37000.91 	38274.67 	37752.88 	36500.27 	37108.40 	38379.36 	37671.59 	36313.31 	36988.98 	38337.63 	37622.28 	36100.79 	37141.93 	38490.42 	37649.51 	35911.71 	37191.80 	38409.80 	37875.47 	36118.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SELF_DC,FI	310.30 	307.10 	303.80 	299.60 	296.00 	303.60 	298.80 	286.80 	280.80 	295.20 	296.80 	290.40 	297.20 	311.20 	310.40 	306.40 	305.60 	312.00 	314.40 	311.60 	308.80 	310.80 	304.80 	300.80 	299.20 	307.60 	304.40 	295.60 	300.40 	313.60 	310.00 	309.20 	306.40 	305.20 	304.40 	300.40 	292.80 	301.20 	293.20 	294.40 	302.40 	298.40 	303.60 	299.60 	299.60 	292.40 	296.00 	284.80 	278.40 	296.00 	295.60 	280.80 	278.00 	289.60 	290.00 	278.40 	274.80 	281.60 	275.60 	272.00 	272.40 	285.20 	272.00 	270.80 	280.80 	276.80 	276.40 	270.80 	274.00 	276.00 	280.80 	276.80 	274.40 	282.80 	281.60 	275.60 	280.00 	290.00 	282.40 	276.80 	282.40 	289.60 	290.00 	283.60 	289.60 	298.40 	289.60 	279.20 	302.40 	310.40 	310.80 	286.80 	296.40 	311.20 	302.80 	287.60 	295.20 	308.00 	300.00 	279.60 	294.80 	298.80 	296.80 	285.20 	300.00 	309.20 	309.20 	293.60 	312.80 	321.20 	325.20 	308.40 	322.00 	326.40 	329.60 	328.00 	336.80 	345.60 	342.00 	339.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SELF_DC,FR	2964.20 	2958.50 	2953.50 	2949.20 	2945.60 	2936.40 	2921.60 	2901.20 	2875.20 	2856.80 	2846.20 	2843.20 	2848.00 	2851.20 	2852.80 	2853.00 	2851.50 	2851.10 	2851.80 	2853.40 	2856.00 	2854.90 	2850.10 	2841.40 	2829.10 	2811.80 	2789.70 	2762.70 	2730.90 	2702.30 	2676.90 	2654.80 	2635.90 	2614.90 	2591.80 	2566.60 	2539.40 	2514.40 	2491.70 	2471.40 	2453.30 	2439.90 	2431.00 	2426.70 	2427.00 	2425.80 	2423.00 	2418.60 	2412.70 	2406.80 	2401.10 	2395.40 	2389.80 	2384.00 	2378.00 	2371.80 	2365.40 	2358.00 	2349.40 	2339.80 	2329.10 	2319.70 	2311.60 	2304.70 	2299.20 	2295.30 	2293.20 	2292.90 	2294.30 	2295.50 	2296.50 	2297.30 	2297.90 	2300.90 	2306.20 	2313.90 	2323.90 	2331.90 	2337.80 	2341.80 	2343.70 	2345.90 	2348.30 	2350.90 	2353.70 	2359.20 	2367.40 	2378.20 	2391.70 	2404.90 	2417.90 	2430.60 	2443.00 	2457.10 	2472.80 	2490.10 	2509.00 	2528.30 	2548.00 	2568.20 	2588.70 	2609.90 	2631.60 	2654.00 	2676.90 	2702.90 	2731.90 	2764.00 	2799.10 	2834.00 	2868.60 	2903.00 	2937.10 	2969.50 	3000.10 	3029.00 	3056.20 	3080.80 	3102.80 	3122.10 	3138.80 	3154.60 	3169.60 	3183.60 	3196.70 	3208.10 	3217.90 	3226.00 	3232.50 	3240.10 	3248.90 	3258.70 	3269.70 	3279.60 	3288.30 	3296.00 	3302.60 	3312.60 	3326.00 	3342.90 	3363.20 	3382.80 	3401.70 	3419.90 	3437.40 	3452.30 	3464.70 	3474.60 	3481.90 	3492.80 	3507.50 	3525.70 	3547.60 	3566.70 	3582.90 	3596.30 	3606.80 	3617.30 	3627.70 	3638.00 	3630.60 	3639.80 	3648.20 	3655.60 	3662.10 	3669.60 	3678.30 	3687.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SELF_DC,HR	197.59 d	229.40 d	229.99 d	210.79 d	201.87 d	205.95 d	218.40 d	210.46 d	209.93 d	219.60 d	213.66 d	198.58 d	223.41 d	233.39 d	237.23 d	227.51 d	241.67 d	259.37 d	268.03 d	261.90 d	246.90 d	255.10 d	258.43 d	254.84 d	297.22 d	283.69 d	290.38 d	270.67 d	309.77 d	343.16 d	318.73 d	302.84 d	359.06 d	388.31 d	347.90 d	358.98 d	374.95 d	386.44 d	371.29 d	382.77 d	366.79 d	383.01 d	392.87 d	361.33 d	365.85 d	415.66 d	396.13 d	338.02 d	361.86 p	431.31 p	406.77 p	339.55 p	364.66 p	435.94 p	410.76 p	343.71 p	367.05 p	435.00 p	412.96 p	342.58 p	367.86 p	419.34 p	400.14 p	341.43 p	365.06 p	432.69 p	407.22 p	336.13 p	359.86 p	422.58 p	397.02 p	331.58 p	352.25 p	411.99 p	388.61 p	322.85 p	362.10 p	427.26 p	402.68 p	334.92 p	357.06 p	418.98 p	394.42 p	328.20 p	356.13 p	417.79 p	393.54 p	327.07 p	357.42 p	419.71 p	395.19 p	328.50 p	356.87 p	418.84 p	394.37 p	327.92 p	356.80 p	418.80 p	394.37 p	327.83 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SELF_DC,HU	363.53 p	395.67 p	384.16 p	343.18 p	338.41 	368.41 	350.04 	314.99 	319.56 	346.51 	333.05 	298.15 	299.84 	331.00 	313.12 	284.74 	285.73 	327.82 	296.89 	272.16 	282.02 	325.14 	296.70 	261.36 	276.67 	316.70 	291.30 	259.03 	338.12 	360.16 	328.97 	300.72 	329.23 	370.31 	319.79 	294.09 	315.05 	347.36 	310.60 	293.46 	308.06 	337.18 	316.19 	302.45 	378.11 	419.33 	385.67 	356.16 	357.11 	393.39 	360.81 	341.94 	375.31 	409.19 	373.81 	344.90 	374.86 	413.65 	385.05 	359.05 	422.82 	469.38 	430.07 	387.33 	415.58 	456.58 	410.09 	372.53 	419.89 	474.10 	417.99 	377.35 	420.79 	484.15 	428.47 	378.61 	433.91 	504.88 	445.07 	394.90 	462.07 	527.71 	467.14 	415.43 	428.38 	490.92 	423.40 	376.76 	440.87 	503.80 	441.04 	390.84 	448.81 	509.04 	437.28 	380.94 	417.35 	481.61 	418.73 	367.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SELF_DC,IE	343.11 	329.26 	330.64 	335.06 	331.16 	330.49 	341.91 	352.77 	347.37 	338.05 	335.23 	327.59 	337.98 	345.28 	348.46 	342.57 	336.58 	337.58 	340.50 	329.13 	331.13 	330.43 	327.46 	330.40 	335.61 	325.15 	322.80 	322.53 	314.12 	306.80 	318.59 	314.18 	308.26 	314.74 	320.13 	317.04 b	319.37 	329.34 	334.73 	334.50 	339.60 	347.30 	345.80 	349.10 	376.90 	367.30 	367.90 	375.00 	380.90 	369.30 	355.65 	344.10 	339.70 	340.60 	328.30 	328.20 	319.10 	336.10 	341.90 	332.90 	329.00 	329.00 	329.30 	333.40 	324.00 	318.20 	313.20 	315.90 	312.60 	319.10 	317.90 	319.50 	319.90 	319.40 	315.60 	313.70 	311.40 	313.30 	314.60 	318.30 	317.40 	312.50 	308.40 	310.10 	302.10 	300.00 	300.90 	306.20 	255.49 e	255.49 e	255.49 e	255.49 e	247.54 e	247.54 e	247.54 e	247.54 e	247.61 e	247.61 e	247.61 e	247.61 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SELF_DC,IS	9.50 e	9.60 e	9.50 e	9.60 e	9.70 p	9.60 p	9.50 p	9.60 p	9.60 p	9.70 p	9.50 p	9.60 p	10.10 p	10.30 p	9.90 p	10.00 p	10.30 p	10.20 p	10.00 p	10.10 p	10.40 p	10.20 p	10.10 p	10.50 p	10.10 p	10.20 p	10.10 p	10.30 p	10.30 p	10.20 p	10.40 p	10.20 p	10.00 p	9.90 p	9.80 p	10.00 p	9.70 p	9.70 p	9.70 p	9.60 p	10.10 p	10.10 p	9.80 p	9.80 p	9.90 p	9.80 p	9.70 p	9.70 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SELF_DC,IT	6013.60 	6027.90 	6084.80 	6001.00 	6023.00 	6052.80 	6110.20 	5964.90 	6014.80 	6000.60 	6079.20 	6135.80 	6105.60 	6106.20 	6289.60 	6155.60 	6113.70 	6191.50 	6240.80 	6274.70 	6246.40 	6194.70 	6248.30 	6249.50 	6230.90 	6212.00 	6279.90 	6252.70 	6266.40 	6344.50 	6465.60 	6409.20 	6263.80 	6324.90 	6564.80 	6511.00 	6323.40 	6364.40 	6574.20 	6427.80 	6267.20 	6316.40 	6503.50 	6435.40 	6423.20 	6475.80 	6699.30 	6715.20 	6606.30 	6693.10 	6752.90 	6564.40 	6638.00 	6581.70 	6697.90 	6584.10 	6488.00 	6449.60 	6652.00 	6570.60 	6777.40 	6741.60 	6696.30 	6573.80 	6669.90 	6614.90 	6622.80 	6469.00 	6512.60 	6557.20 	6381.10 	6355.40 	6498.00 	6551.30 	6334.00 	6317.50 	6513.10 	6510.70 	6264.80 	6133.60 	6264.00 	6309.90 	6124.20 	6133.30 	6281.50 	6350.60 	6105.20 	6016.60 	6155.90 	6248.90 	6064.30 	5973.60 	6140.40 	6249.40 	6048.40 	5967.90 	6104.60 	6170.50 	5987.60 	5891.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SELF_DC,LT	157.61 	160.52 	165.57 	159.03 	157.48 	154.96 	165.42 	163.66 	157.25 	161.93 	169.96 	161.50 	162.48 	167.69 	168.13 	173.37 	166.28 	163.17 	167.65 	158.12 	155.78 	156.55 	162.85 	163.44 	154.66 	149.89 	157.90 	146.33 	138.23 	144.19 	146.32 	135.32 	133.14 	132.79 	132.71 	132.36 	134.56 	138.09 	136.16 	133.93 b	149.96 	163.98 	163.19 	153.99 	167.40 	174.87 	166.44 	157.13 	182.80 	227.42 	220.67 	215.00 	218.49 	240.07 	264.15 	248.33 	243.27 	245.98 	251.74 	243.59 	246.40 	267.33 	269.13 	269.94 	293.70 	284.10 	307.90 	285.70 	267.50 	294.10 	295.90 	270.60 	243.60 	232.60 	281.80 	312.30 	270.70 	278.61 	275.40 	276.70 	279.60 	279.45 	302.70 	306.92 	319.80 	321.01 	287.40 	286.50 	345.50 	384.60 	369.60 	317.10 	339.40 	360.80 	369.70 	307.10 	275.00 	290.60 	286.60 	258.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
